,dataset,game_id,date,player_id,player,position,home_team,away_team,venue,starter,minutes,field_goals,field_goals_attempts,3_point,3_point_attempts,free_throw,free_throw_attempts,offensive_rebound,defensive_rebound,total_rebound,assists,personal_fouls,steals,turnovers,blocks,points,usage_rate,days_rest
2620,NBA 2021-2022 Regular Season,22100120,11-04-2021,203903.0,Jordan Clarkson,G,Utah,Atlanta,R,N,31.15,10.0,19.0,4.0,10.0,6.0,7.0,1.0,3.0,4.0,3.0,3.0,0.0,2.0,0.0,30.0,35.30128435346228,1.0
2621,NBA 2021-2022 Regular Season,22100120,11-04-2021,1629672.0,Eric Paschall,F,Utah,Atlanta,R,N,13.95,1.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,13.094166489364603,1.0
2622,NBA 2021-2022 Regular Season,22100120,11-04-2021,1629671.0,Miye Oni,G-F,Utah,Atlanta,R,N,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
2623,NBA 2021-2022 Regular Season,22100120,11-04-2021,1630190.0,Elijah Hughes,G,Utah,Atlanta,R,N,2.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.54052152436748,6.0
2624,NBA 2021-2022 Regular Season,22100120,11-04-2021,1630215.0,Jared Butler,G,Utah,Atlanta,R,N,2.12,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,64.62156457310243,1.0
2625,NBA 2021-2022 Regular Season,22100120,11-04-2021,1630238.0,Malik Fitts,F,Utah,Atlanta,R,N,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2626,NBA 2021-2022 Regular Season,22100120,11-04-2021,1629631.0,De'Andre Hunter,F-G,Atlanta,Utah,H,Y,31.33,7.0,9.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,14.0,16.930028903437886,0.0
2627,NBA 2021-2022 Regular Season,22100120,11-04-2021,1628381.0,John Collins,F-C,Atlanta,Utah,H,Y,30.5,4.0,7.0,3.0,4.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,13.0,15.17849712906715,0.0
2628,NBA 2021-2022 Regular Season,22100120,11-04-2021,203991.0,Clint Capela,C,Atlanta,Utah,H,Y,35.9,4.0,8.0,0.0,0.0,5.0,6.0,2.0,8.0,10.0,2.0,4.0,1.0,0.0,0.0,13.0,13.887332920744964,0.0
2629,NBA 2021-2022 Regular Season,22100120,11-04-2021,203992.0,Bogdan Bogdanovic,G,Atlanta,Utah,H,Y,29.82,3.0,6.0,2.0,4.0,0.0,0.0,0.0,5.0,5.0,2.0,3.0,0.0,1.0,0.0,8.0,10.999224554668892,0.0
2630,NBA 2021-2022 Regular Season,22100120,11-04-2021,1629027.0,Trae Young,G,Atlanta,Utah,H,Y,34.18,8.0,20.0,0.0,4.0,5.0,5.0,2.0,2.0,4.0,7.0,2.0,1.0,2.0,1.0,21.0,33.175308887943984,0.0
2631,NBA 2021-2022 Regular Season,22100120,11-04-2021,201568.0,Danilo Gallinari,F,Atlanta,Utah,H,N,17.28,1.0,4.0,1.0,4.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,14.425788537463658,0.0
2632,NBA 2021-2022 Regular Season,22100120,11-04-2021,1628989.0,Kevin Huerter,G-F,Atlanta,Utah,H,N,16.45,3.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,25.635882639878744,0.0
2633,NBA 2021-2022 Regular Season,22100120,11-04-2021,203476.0,Gorgui Dieng,C,Atlanta,Utah,H,N,8.35,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,16.161351642673257,0.0
2634,NBA 2021-2022 Regular Season,22100120,11-04-2021,1629629.0,Cam Reddish,F-G,Atlanta,Utah,H,N,13.82,1.0,6.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,26.717132361126566,0.0
2635,NBA 2021-2022 Regular Season,22100120,11-04-2021,101150.0,Lou Williams,G,Atlanta,Utah,H,N,10.97,2.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,40.32153290166606,0.0
2636,NBA 2021-2022 Regular Season,22100120,11-04-2021,1627789.0,Timothe Luwawu-Cabarrot,G-F,Atlanta,Utah,H,N,2.85,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.8818923529049,4.0
2637,NBA 2021-2022 Regular Season,22100120,11-04-2021,1630552.0,Jalen Johnson,F,Atlanta,Utah,H,N,2.85,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.44094617645245,4.0
2638,NBA 2021-2022 Regular Season,22100120,11-04-2021,1630219.0,Skylar Mays,G,Atlanta,Utah,H,N,2.85,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,30.90897881173061,4.0
2639,NBA 2021-2022 Regular Season,22100120,11-04-2021,1626153.0,Delon Wright,G,Atlanta,Utah,H,N,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2640,NBA 2021-2022 Regular Season,22100121,11-04-2021,1628369.0,Jayson Tatum,F-G,Boston,Miami,R,Y,29.4,3.0,13.0,2.0,5.0,2.0,3.0,0.0,8.0,8.0,2.0,4.0,1.0,1.0,0.0,10.0,24.33199131792795,0.0
2641,NBA 2021-2022 Regular Season,22100121,11-04-2021,201143.0,Al Horford,C-F,Boston,Miami,R,Y,29.47,3.0,9.0,2.0,7.0,2.0,3.0,2.0,5.0,7.0,1.0,4.0,0.0,0.0,2.0,10.0,16.35180801157677,0.0
2642,NBA 2021-2022 Regular Season,22100121,11-04-2021,1629057.0,Robert Williams III,C-F,Boston,Miami,R,Y,23.93,2.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,1.0,0.0,2.0,2.0,0.0,4.0,9.756488200832194,0.0
2643,NBA 2021-2022 Regular Season,22100121,11-04-2021,1627759.0,Jaylen Brown,G-F,Boston,Miami,R,Y,29.28,5.0,14.0,3.0,5.0,4.0,5.0,0.0,5.0,5.0,2.0,2.0,1.0,2.0,1.0,17.0,29.02461939997024,0.0
2644,NBA 2021-2022 Regular Season,22100121,11-04-2021,203935.0,Marcus Smart,G,Boston,Miami,R,Y,30.03,2.0,6.0,1.0,5.0,4.0,4.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,9.0,16.73104845867492,0.0
2645,NBA 2021-2022 Regular Season,22100121,11-04-2021,1629684.0,Grant Williams,F,Boston,Miami,R,N,12.37,1.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,18.87411177412405,0.0
2646,NBA 2021-2022 Regular Season,22100121,11-04-2021,1629641.0,Romeo Langford,G-F,Boston,Miami,R,N,27.4,4.0,8.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,12.0,15.133125053253432,0.0
2647,NBA 2021-2022 Regular Season,22100121,11-04-2021,203471.0,Dennis Schroder,G,Boston,Miami,R,N,29.82,5.0,12.0,1.0,4.0,3.0,3.0,2.0,3.0,5.0,6.0,0.0,2.0,3.0,0.0,14.0,25.55516758136368,0.0
2648,NBA 2021-2022 Regular Season,22100121,11-04-2021,1630174.0,Aaron Nesmith,G-F,Boston,Miami,R,N,18.3,5.0,8.0,3.0,5.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,13.0,20.412919138440603,0.0
2649,NBA 2021-2022 Regular Season,22100121,11-04-2021,203953.0,Jabari Parker,F,Boston,Miami,R,N,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.059001032319543,4.0
2650,NBA 2021-2022 Regular Season,22100121,11-04-2021,1630202.0,Payton Pritchard,G,Boston,Miami,R,N,2.52,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,55.58875301093201,0.0
2651,NBA 2021-2022 Regular Season,22100121,11-04-2021,1628981.0,Bruno Fernando,F-C,Boston,Miami,R,N,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.529584336977337,0.0
2652,NBA 2021-2022 Regular Season,22100121,11-04-2021,1627823.0,Juancho Hernangomez,F,Boston,Miami,R,N,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,NBA 2021-2022 Regular Season,22100121,11-04-2021,202710.0,Jimmy Butler,F,Miami,Boston,H,Y,38.23,8.0,18.0,0.0,4.0,4.0,8.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,0.0,20.0,27.50627330928613,1.0
2654,NBA 2021-2022 Regular Season,22100121,11-04-2021,200782.0,P.J. Tucker,F,Miami,Boston,H,Y,31.7,1.0,6.0,1.0,5.0,0.0,0.0,5.0,2.0,7.0,3.0,1.0,1.0,2.0,0.0,3.0,11.283126554368213,1.0
2655,NBA 2021-2022 Regular Season,22100121,11-04-2021,1628389.0,Bam Adebayo,C-F,Miami,Boston,H,Y,29.78,4.0,8.0,0.0,0.0,5.0,6.0,1.0,6.0,7.0,4.0,2.0,2.0,5.0,0.0,13.0,23.4806864847931,1.0
2656,NBA 2021-2022 Regular Season,22100121,11-04-2021,1629130.0,Duncan Robinson,F,Miami,Boston,H,Y,35.92,5.0,17.0,5.0,17.0,1.0,1.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,16.0,21.7074538882564,1.0
2657,NBA 2021-2022 Regular Season,22100121,11-04-2021,200768.0,Kyle Lowry,G,Miami,Boston,H,Y,28.07,2.0,9.0,2.0,7.0,0.0,0.0,0.0,7.0,7.0,5.0,2.0,3.0,6.0,0.0,6.0,23.89172905505026,1.0
2658,NBA 2021-2022 Regular Season,22100121,11-04-2021,203473.0,Dewayne Dedmon,C,Miami,Boston,H,N,11.42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.915007790865503,1.0
2659,NBA 2021-2022 Regular Season,22100121,11-04-2021,1629639.0,Tyler Herro,G,Miami,Boston,H,N,29.0,3.0,11.0,0.0,4.0,0.0,0.0,0.0,7.0,7.0,1.0,3.0,1.0,1.0,0.0,6.0,18.50043681586926,1.0
2660,NBA 2021-2022 Regular Season,22100121,11-04-2021,202693.0,Markieff Morris,F,Miami,Boston,H,N,19.37,3.0,7.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,9.0,22.804789005691187,1.0
2661,NBA 2021-2022 Regular Season,22100121,11-04-2021,1628997.0,Caleb Martin,F,Miami,Boston,H,N,9.05,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,14.227960247342546,1.0
2662,NBA 2021-2022 Regular Season,22100121,11-04-2021,1629216.0,Gabe Vincent,G,Miami,Boston,H,N,3.73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2663,NBA 2021-2022 Regular Season,22100121,11-04-2021,1630209.0,Omer Yurtseven,C,Miami,Boston,H,N,3.73,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.97286271940164,1.0
2664,NBA 2021-2022 Regular Season,22100122,11-04-2021,1630256.0,Jae'Sean Tate,F,Houston,Phoenix,R,Y,33.7,5.0,8.0,1.0,2.0,3.0,3.0,1.0,4.0,5.0,4.0,1.0,1.0,3.0,0.0,14.0,14.83077626835038,1.0
2665,NBA 2021-2022 Regular Season,22100122,11-04-2021,1626174.0,Christian Wood,F,Houston,Phoenix,R,Y,36.53,6.0,15.0,2.0,6.0,4.0,7.0,2.0,13.0,15.0,5.0,5.0,0.0,3.0,3.0,18.0,23.410139988861307,1.0
2666,NBA 2021-2022 Regular Season,22100122,11-04-2021,1630578.0,Alperen Sengun,C,Houston,Phoenix,R,Y,22.55,4.0,10.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,5.0,5.0,1.0,2.0,0.0,10.0,23.171406340653864,1.0
2667,NBA 2021-2022 Regular Season,22100122,11-04-2021,1630224.0,Jalen Green,G,Houston,Phoenix,R,Y,32.48,3.0,14.0,2.0,7.0,8.0,8.0,0.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,16.0,24.380739216019357,1.0
2668,NBA 2021-2022 Regular Season,22100122,11-04-2021,1629645.0,Kevin Porter Jr.,G-F,Houston,Phoenix,R,Y,36.03,7.0,17.0,0.0,5.0,6.0,6.0,0.0,6.0,6.0,3.0,4.0,0.0,2.0,0.0,20.0,24.365541674477942,1.0
2669,NBA 2021-2022 Regular Season,22100122,11-04-2021,201569.0,Eric Gordon,G,Houston,Phoenix,R,N,29.05,5.0,10.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,12.0,20.947307049117946,3.0
2670,NBA 2021-2022 Regular Season,22100122,11-04-2021,1630231.0,Kenyon Martin Jr.,F,Houston,Phoenix,R,N,14.3,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,8.510759017858412,1.0
2671,NBA 2021-2022 Regular Season,22100122,11-04-2021,201571.0,D.J. Augustin,G,Houston,Phoenix,R,N,11.97,2.0,4.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,6.0,16.945677242463837,1.0
2672,NBA 2021-2022 Regular Season,22100122,11-04-2021,1628021.0,David Nwaba,G-F,Houston,Phoenix,R,N,18.67,3.0,6.0,0.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,8.0,14.949518214836312,1.0
2673,NBA 2021-2022 Regular Season,22100122,11-04-2021,1629717.0,Armoni Brooks,G,Houston,Phoenix,R,N,4.72,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,8.59490494035136,1.0
2674,NBA 2021-2022 Regular Season,22100122,11-04-2021,1628969.0,Mikal Bridges,F,Phoenix,Houston,H,Y,30.07,7.0,11.0,2.0,4.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,16.0,15.252169307058148,1.0
2675,NBA 2021-2022 Regular Season,22100122,11-04-2021,203109.0,Jae Crowder,F,Phoenix,Houston,H,Y,26.83,1.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,4.662007227966373,1.0
2676,NBA 2021-2022 Regular Season,22100122,11-04-2021,1629028.0,Deandre Ayton,C,Phoenix,Houston,H,Y,25.8,8.0,17.0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,0.0,6.0,1.0,2.0,1.0,16.0,30.704798767447254,4.0
2677,NBA 2021-2022 Regular Season,22100122,11-04-2021,1626164.0,Devin Booker,G,Phoenix,Houston,H,Y,34.13,8.0,18.0,4.0,8.0,7.0,8.0,1.0,8.0,9.0,5.0,3.0,1.0,2.0,1.0,27.0,28.732498294242248,1.0
2678,NBA 2021-2022 Regular Season,22100122,11-04-2021,101108.0,Chris Paul,G,Phoenix,Houston,H,Y,34.38,3.0,10.0,1.0,5.0,2.0,2.0,0.0,5.0,5.0,13.0,3.0,5.0,2.0,2.0,9.0,15.620047533170744,1.0
2679,NBA 2021-2022 Regular Season,22100122,11-04-2021,203901.0,Elfrid Payton,G,Phoenix,Houston,H,N,13.62,3.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,6.0,3.0,1.0,2.0,0.0,6.0,18.367350062604668,1.0
2680,NBA 2021-2022 Regular Season,22100122,11-04-2021,1629661.0,Cameron Johnson,F,Phoenix,Houston,H,N,23.33,4.0,9.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0,17.656904426235425,1.0
2681,NBA 2021-2022 Regular Season,22100122,11-04-2021,1629013.0,Landry Shamet,G,Phoenix,Houston,H,N,18.68,5.0,9.0,4.0,8.0,5.0,5.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,19.0,27.2304814043776,1.0
2682,NBA 2021-2022 Regular Season,22100122,11-04-2021,201580.0,JaVale McGee,C-F,Phoenix,Houston,H,N,16.52,4.0,8.0,0.0,0.0,3.0,4.0,4.0,1.0,5.0,0.0,1.0,0.0,2.0,2.0,11.0,29.6803924570971,1.0
2683,NBA 2021-2022 Regular Season,22100122,11-04-2021,1627846.0,Abdel Nader,F,Phoenix,Houston,H,N,11.08,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,1.0,0.0,2.0,14.600385596696466,1.0
2684,NBA 2021-2022 Regular Season,22100122,11-04-2021,1626163.0,Frank Kaminsky,F-C,Phoenix,Houston,H,N,5.55,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,15.024823294454988,1.0
2685,NBA 2021-2022 Regular Season,22100123,11-04-2021,1629652.0,Luguentz Dort,G,Oklahoma City,LA Lakers,R,Y,35.02,4.0,14.0,3.0,11.0,6.0,6.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,17.0,23.521804387606142,4.0
2686,NBA 2021-2022 Regular Season,22100123,11-04-2021,1629647.0,Darius Bazley,F-G,Oklahoma City,LA Lakers,R,Y,24.07,6.0,12.0,2.0,3.0,0.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,0.0,14.0,27.670671597912836,2.0
2687,NBA 2021-2022 Regular Season,22100123,11-04-2021,202324.0,Derrick Favors,F,Oklahoma City,LA Lakers,R,Y,28.08,5.0,5.0,0.0,0.0,0.0,0.0,5.0,7.0,12.0,0.0,2.0,0.0,1.0,0.0,10.0,8.961886495965492,2.0
2688,NBA 2021-2022 Regular Season,22100123,11-04-2021,1630581.0,Josh Giddey,G,Oklahoma City,LA Lakers,R,Y,31.88,2.0,9.0,0.0,2.0,1.0,2.0,3.0,5.0,8.0,8.0,2.0,3.0,4.0,1.0,5.0,18.260658963598644,2.0
2689,NBA 2021-2022 Regular Season,22100123,11-04-2021,1628983.0,Shai Gilgeous-Alexander,G-F,Oklahoma City,LA Lakers,R,Y,39.13,9.0,17.0,4.0,7.0,6.0,6.0,1.0,2.0,3.0,6.0,0.0,1.0,2.0,1.0,28.0,23.19491048444172,2.0
2690,NBA 2021-2022 Regular Season,22100123,11-04-2021,1630526.0,Jeremiah Robinson-Earl,F,Oklahoma City,LA Lakers,R,N,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.206783229801253,2.0
2691,NBA 2021-2022 Regular Season,22100123,11-04-2021,1629660.0,Ty Jerome,G-F,Oklahoma City,LA Lakers,R,N,21.08,4.0,10.0,3.0,8.0,3.0,5.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,14.0,26.26325902157325,2.0
2692,NBA 2021-2022 Regular Season,22100123,11-04-2021,1629026.0,Kenrich Williams,G-F,Oklahoma City,LA Lakers,R,N,29.68,5.0,11.0,2.0,5.0,1.0,2.0,1.0,7.0,8.0,2.0,2.0,1.0,0.0,0.0,13.0,16.787956541687592,2.0
2693,NBA 2021-2022 Regular Season,22100123,11-04-2021,1630197.0,Aleksej Pokusevski,C,Oklahoma City,LA Lakers,R,N,10.18,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,20.600014145932462,2.0
2694,NBA 2021-2022 Regular Season,22100123,11-04-2021,1630177.0,Theo Maledon,G,Oklahoma City,LA Lakers,R,N,4.13,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15535806322482,2.0
2695,NBA 2021-2022 Regular Season,22100123,11-04-2021,203488.0,Mike Muscala,F-C,Oklahoma City,LA Lakers,R,N,6.77,2.0,4.0,1.0,3.0,1.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,32.95856207118914,2.0
2696,NBA 2021-2022 Regular Season,22100123,11-04-2021,203145.0,Kent Bazemore,G-F,LA Lakers,Oklahoma City,H,Y,22.48,0.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,9.101585134452923,1.0
2697,NBA 2021-2022 Regular Season,22100123,11-04-2021,203076.0,Anthony Davis,F-C,LA Lakers,Oklahoma City,H,Y,38.12,11.0,20.0,0.0,1.0,7.0,9.0,6.0,12.0,18.0,5.0,4.0,1.0,3.0,2.0,29.0,29.65244551209429,1.0
2698,NBA 2021-2022 Regular Season,22100123,11-04-2021,201599.0,DeAndre Jordan,C,LA Lakers,Oklahoma City,H,Y,14.13,0.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,11.512856311291328,1.0
2699,NBA 2021-2022 Regular Season,22100123,11-04-2021,202340.0,Avery Bradley,G,LA Lakers,Oklahoma City,H,Y,31.68,4.0,7.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,9.0,10.587619733322038,1.0
2700,NBA 2021-2022 Regular Season,22100123,11-04-2021,201566.0,Russell Westbrook,G,LA Lakers,Oklahoma City,H,Y,34.65,10.0,23.0,3.0,6.0,4.0,4.0,1.0,5.0,6.0,5.0,2.0,0.0,4.0,0.0,27.0,34.799993546324785,1.0
2701,NBA 2021-2022 Regular Season,22100123,11-04-2021,200765.0,Rajon Rondo,G,LA Lakers,Oklahoma City,H,N,15.03,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,19.5268675321149,7.0
2702,NBA 2021-2022 Regular Season,22100123,11-04-2021,201961.0,Wayne Ellington,G,LA Lakers,Oklahoma City,H,N,8.5,1.0,6.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,29.595511160439013,3+
2703,NBA 2021-2022 Regular Season,22100123,11-04-2021,2546.0,Carmelo Anthony,F,LA Lakers,Oklahoma City,H,N,31.87,8.0,18.0,5.0,10.0,0.0,0.0,2.0,4.0,6.0,2.0,3.0,2.0,1.0,1.0,21.0,24.995685871827742,1.0
2704,NBA 2021-2022 Regular Season,22100123,11-04-2021,2730.0,Dwight Howard,C-F,LA Lakers,Oklahoma City,H,N,7.93,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,5.287134192175949,5.0
2705,NBA 2021-2022 Regular Season,22100123,11-04-2021,1628370.0,Malik Monk,G,LA Lakers,Oklahoma City,H,N,13.47,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,9.33785615678291,1.0
2706,NBA 2021-2022 Regular Season,22100123,11-04-2021,1630559.0,Austin Reaves,G,LA Lakers,Oklahoma City,H,N,22.13,3.0,6.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,8.0,11.367457969441103,1.0
2707,NBA 2021-2022 Regular Season,22100124,11-05-2021,201142.0,Kevin Durant,F,Brooklyn,Detroit,R,Y,36.5,12.0,27.0,2.0,6.0,3.0,4.0,0.0,10.0,10.0,5.0,0.0,0.0,3.0,1.0,29.0,40.88178843822743,1.0
2708,NBA 2021-2022 Regular Season,22100124,11-05-2021,1628971.0,Bruce Brown,G-F,Brooklyn,Detroit,R,Y,26.22,4.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,10.0,12.543178705334714,1.0
2709,NBA 2021-2022 Regular Season,22100124,11-05-2021,201933.0,Blake Griffin,F,Brooklyn,Detroit,R,Y,27.28,5.0,8.0,1.0,4.0,2.0,2.0,1.0,4.0,5.0,3.0,6.0,1.0,0.0,0.0,13.0,15.293639785328976,1.0
2710,NBA 2021-2022 Regular Season,22100124,11-05-2021,203925.0,Joe Harris,G-F,Brooklyn,Detroit,R,Y,33.18,3.0,6.0,1.0,4.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,7.0,8.496051295631005,1.0
2711,NBA 2021-2022 Regular Season,22100124,11-05-2021,201935.0,James Harden,G,Brooklyn,Detroit,R,Y,36.48,3.0,10.0,3.0,5.0,4.0,4.0,0.0,10.0,10.0,10.0,4.0,2.0,9.0,1.0,13.0,26.737129322425087,1.0
2712,NBA 2021-2022 Regular Season,22100124,11-05-2021,200746.0,LaMarcus Aldridge,C-F,Brooklyn,Detroit,R,N,20.72,6.0,9.0,0.0,0.0,4.0,4.0,1.0,4.0,5.0,0.0,3.0,0.0,0.0,1.0,16.0,24.39859271398034,1.0
2713,NBA 2021-2022 Regular Season,22100124,11-05-2021,1627761.0,DeAndre' Bembry,G-F,Brooklyn,Detroit,R,N,16.38,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,2.8683250100634594,1.0
2714,NBA 2021-2022 Regular Season,22100124,11-05-2021,201988.0,Patty Mills,G,Brooklyn,Detroit,R,N,21.48,2.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,19.685683099793067,1.0
2715,NBA 2021-2022 Regular Season,22100124,11-05-2021,1628975.0,Jevon Carter,G,Brooklyn,Detroit,R,N,10.03,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.368527151513351,1.0
2716,NBA 2021-2022 Regular Season,22100124,11-05-2021,200794.0,Paul Millsap,F,Brooklyn,Detroit,R,N,11.72,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,20.04401180240591,1.0
2717,NBA 2021-2022 Regular Season,22100124,11-05-2021,1630180.0,Saddiq Bey,F,Detroit,Brooklyn,H,Y,30.67,5.0,13.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,3.0,0.0,12.0,23.20307305366701,0.0
2718,NBA 2021-2022 Regular Season,22100124,11-05-2021,203924.0,Jerami Grant,F,Detroit,Brooklyn,H,Y,39.25,0.0,9.0,0.0,4.0,5.0,6.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,2.0,5.0,16.589783420604082,0.0
2719,NBA 2021-2022 Regular Season,22100124,11-05-2021,1630191.0,Isaiah Stewart,F-C,Detroit,Brooklyn,H,Y,22.8,4.0,5.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,4.0,1.0,0.0,2.0,8.0,9.7538137411728,0.0
