,dataset,game_id,date,player_id,player,position,home_team,away_team,venue,starter,minutes,field_goals,field_goals_attempts,3_point,3_point_attempts,free_throw,free_throw_attempts,offensive_rebound,defensive_rebound,total_rebound,assists,personal_fouls,steals,turnovers,blocks,points,usage_rate,days_rest
6279,NBA 2021-2022 Regular Season,22100288,11-26-2021,203210.0,JaMychal Green,F-C,Denver,Milwaukee,H,Y,16.37,1.0,8.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,22.095485013803344,2.0
6280,NBA 2021-2022 Regular Season,22100288,11-26-2021,203115.0,Will Barton,G,Denver,Milwaukee,H,Y,39.03,7.0,20.0,2.0,13.0,1.0,2.0,1.0,8.0,9.0,4.0,1.0,2.0,1.0,0.0,17.0,25.34609147485915,2.0
6281,NBA 2021-2022 Regular Season,22100288,11-26-2021,1628420.0,Monte Morris,G,Denver,Milwaukee,H,Y,32.4,6.0,14.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,2.0,0.0,15.0,22.32735121456548,2.0
6282,NBA 2021-2022 Regular Season,22100288,11-26-2021,1630267.0,Facundo Campazzo,G,Denver,Milwaukee,H,N,28.18,5.0,11.0,3.0,8.0,3.0,3.0,0.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,16.0,24.57989413518328,2.0
6283,NBA 2021-2022 Regular Season,22100288,11-26-2021,203085.0,Austin Rivers,G,Denver,Milwaukee,H,N,16.52,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.94743007493828,2.0
6284,NBA 2021-2022 Regular Season,22100288,11-26-2021,1630192.0,Zeke Nnaji,F-C,Denver,Milwaukee,H,N,14.97,1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,14.73873645306186,2.0
6285,NBA 2021-2022 Regular Season,22100288,11-26-2021,1628427.0,Vlatko Cancar,F,Denver,Milwaukee,H,N,14.92,3.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,10.0,17.818483305082516,2.0
6286,NBA 2021-2022 Regular Season,22100288,11-26-2021,1630210.0,Markus Howard,G,Denver,Milwaukee,H,N,5.03,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,35.95458147872373,2.0
6287,NBA 2021-2022 Regular Season,22100288,11-26-2021,1629626.0,Bol Bol,C-F,Denver,Milwaukee,H,N,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6288,NBA 2021-2022 Regular Season,22100288,11-26-2021,1627822.0,Petr Cornelie,F,Denver,Milwaukee,H,N,3.23,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,41.99339276423694,2.0
6289,NBA 2021-2022 Regular Season,22100289,11-26-2021,1630529.0,Herbert Jones,F,New Orleans,Utah,R,Y,35.32,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,1.0,8.0,13.87825867912238,1.0
6290,NBA 2021-2022 Regular Season,22100289,11-26-2021,1627742.0,Brandon Ingram,F,New Orleans,Utah,R,Y,37.52,8.0,22.0,1.0,4.0,4.0,4.0,0.0,8.0,8.0,5.0,1.0,1.0,5.0,0.0,21.0,34.1577330313052,1.0
6291,NBA 2021-2022 Regular Season,22100289,11-26-2021,202685.0,Jonas Valanciunas,C,New Orleans,Utah,R,Y,29.45,5.0,10.0,0.0,3.0,1.0,3.0,2.0,8.0,10.0,1.0,4.0,0.0,2.0,1.0,11.0,20.154958746722468,1.0
6292,NBA 2021-2022 Regular Season,22100289,11-26-2021,1628404.0,Josh Hart,G,New Orleans,Utah,R,Y,36.62,2.0,6.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,5.0,2.0,0.0,2.0,0.0,8.0,11.87666387541542,1.0
6293,NBA 2021-2022 Regular Season,22100289,11-26-2021,1628984.0,Devonte' Graham,G,New Orleans,Utah,R,Y,29.43,3.0,10.0,3.0,7.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,9.0,15.141633353306842,1.0
6294,NBA 2021-2022 Regular Season,22100289,11-26-2021,1626195.0,Willy Hernangomez,C-F,New Orleans,Utah,R,N,18.55,6.0,9.0,1.0,1.0,0.0,0.0,2.0,6.0,8.0,5.0,2.0,0.0,2.0,0.0,13.0,26.42480304833436,1.0
6295,NBA 2021-2022 Regular Season,22100289,11-26-2021,1630184.0,Kira Lewis Jr.,G,New Orleans,Utah,R,N,9.77,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,17.69702032754087,1.0
6296,NBA 2021-2022 Regular Season,22100289,11-26-2021,202066.0,Garrett Temple,G-F,New Orleans,Utah,R,N,11.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,12.153225534213282,1.0
6297,NBA 2021-2022 Regular Season,22100289,11-26-2021,1629638.0,Nickeil Alexander-Walker,G,New Orleans,Utah,R,N,23.55,6.0,17.0,3.0,8.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,15.0,32.16777317619085,1.0
6298,NBA 2021-2022 Regular Season,22100289,11-26-2021,203107.0,Tomas Satoransky,G,New Orleans,Utah,R,N,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
6299,NBA 2021-2022 Regular Season,22100289,11-26-2021,202711.0,Bojan Bogdanovic,F,Utah,New Orleans,H,Y,31.17,9.0,14.0,5.0,8.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,1.0,3.0,0.0,23.0,24.952448607741957,1.0
6300,NBA 2021-2022 Regular Season,22100289,11-26-2021,1626220.0,Royce O'Neale,F,Utah,New Orleans,H,Y,31.97,2.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,1.0,3.0,6.0,7.155309417867088,1.0
6301,NBA 2021-2022 Regular Season,22100289,11-26-2021,203497.0,Rudy Gobert,C,Utah,New Orleans,H,Y,36.62,2.0,3.0,0.0,0.0,5.0,10.0,3.0,7.0,10.0,2.0,5.0,0.0,3.0,3.0,9.0,12.993197802991768,1.0
6302,NBA 2021-2022 Regular Season,22100289,11-26-2021,1628378.0,Donovan Mitchell,G,Utah,New Orleans,H,Y,33.88,6.0,21.0,2.0,7.0,2.0,2.0,0.0,4.0,4.0,6.0,1.0,0.0,4.0,0.0,16.0,34.9479673274426,1.0
6303,NBA 2021-2022 Regular Season,22100289,11-26-2021,201144.0,Mike Conley,G,Utah,New Orleans,H,Y,31.07,4.0,10.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,5.0,2.0,1.0,3.0,1.0,12.0,21.734324900140017,1.0
6304,NBA 2021-2022 Regular Season,22100289,11-26-2021,202355.0,Hassan Whiteside,C,Utah,New Orleans,H,N,11.38,0.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,6.0,0.0,5.0,0.0,2.0,0.0,1.0,19.61907875914497,1.0
6305,NBA 2021-2022 Regular Season,22100289,11-26-2021,204060.0,Joe Ingles,F-G,Utah,New Orleans,H,N,22.65,5.0,8.0,2.0,4.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,12.0,18.179224536890924,1.0
6306,NBA 2021-2022 Regular Season,22100289,11-26-2021,203903.0,Jordan Clarkson,G,Utah,New Orleans,H,N,22.47,3.0,12.0,1.0,4.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,7.0,24.433136671744816,1.0
6307,NBA 2021-2022 Regular Season,22100289,11-26-2021,200752.0,Rudy Gay,F-G,Utah,New Orleans,H,N,16.03,4.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,9.0,14.270445545178465,1.0
6308,NBA 2021-2022 Regular Season,22100289,11-26-2021,1630235.0,Trent Forrest,G,Utah,New Orleans,H,N,2.77,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.51662397756035,1.0
6309,NBA 2021-2022 Regular Season,22100290,11-26-2021,1626181.0,Norman Powell,G,Portland,Golden State,R,Y,25.53,6.0,9.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,15.0,19.27542580519522,1.0
6310,NBA 2021-2022 Regular Season,22100290,11-26-2021,203496.0,Robert Covington,F,Portland,Golden State,R,Y,30.5,4.0,11.0,1.0,7.0,0.0,0.0,1.0,5.0,6.0,2.0,1.0,2.0,0.0,0.0,9.0,16.312433187298016,1.0
6311,NBA 2021-2022 Regular Season,22100290,11-26-2021,203994.0,Jusuf Nurkic,C,Portland,Golden State,R,Y,23.88,6.0,10.0,0.0,2.0,5.0,8.0,1.0,4.0,5.0,3.0,4.0,1.0,1.0,0.0,17.0,27.50161474541952,1.0
6312,NBA 2021-2022 Regular Season,22100290,11-26-2021,203468.0,CJ McCollum,G,Portland,Golden State,R,Y,39.15,6.0,17.0,3.0,6.0,1.0,2.0,3.0,4.0,7.0,4.0,2.0,0.0,1.0,1.0,16.0,21.81203187408264,1.0
6313,NBA 2021-2022 Regular Season,22100290,11-26-2021,203081.0,Damian Lillard,G,Portland,Golden State,R,Y,38.0,5.0,15.0,2.0,7.0,4.0,4.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,16.0,24.709824032376456,1.0
6314,NBA 2021-2022 Regular Season,22100290,11-26-2021,1629014.0,Anfernee Simons,G,Portland,Golden State,R,N,28.88,7.0,13.0,5.0,10.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0,3.0,2.0,0.0,19.0,23.491998813865653,2.0
6315,NBA 2021-2022 Regular Season,22100290,11-26-2021,1629642.0,Nassir Little,F-G,Portland,Golden State,R,N,19.95,0.0,4.0,0.0,2.0,3.0,3.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,12.061314235456717,1.0
6316,NBA 2021-2022 Regular Season,22100290,11-26-2021,1626204.0,Larry Nance Jr.,F-C,Portland,Golden State,R,N,24.12,2.0,5.0,1.0,2.0,3.0,4.0,1.0,5.0,6.0,3.0,0.0,0.0,1.0,1.0,8.0,14.551585582578372,1.0
6317,NBA 2021-2022 Regular Season,22100290,11-26-2021,203503.0,Tony Snell,G,Portland,Golden State,R,N,9.98,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.064113904401337,1.0
6318,NBA 2021-2022 Regular Season,22100290,11-26-2021,203952.0,Andrew Wiggins,F,Golden State,Portland,H,Y,34.0,10.0,16.0,3.0,5.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,1.0,1.0,0.0,25.0,23.148662120754388,1.0
6319,NBA 2021-2022 Regular Season,22100290,11-26-2021,203110.0,Draymond Green,F,Golden State,Portland,H,Y,34.3,5.0,8.0,0.0,1.0,2.0,3.0,1.0,7.0,8.0,12.0,3.0,2.0,6.0,3.0,12.0,19.66083433687907,1.0
6320,NBA 2021-2022 Regular Season,22100290,11-26-2021,1626172.0,Kevon Looney,F,Golden State,Portland,H,Y,20.05,6.0,7.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,3.0,0.0,0.0,0.0,12.0,15.368127736418309,1.0
6321,NBA 2021-2022 Regular Season,22100290,11-26-2021,1629673.0,Jordan Poole,G,Golden State,Portland,H,Y,34.58,5.0,12.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,0.0,1.0,0.0,14.0,17.66858522795504,1.0
6322,NBA 2021-2022 Regular Season,22100290,11-26-2021,201939.0,Stephen Curry,G,Golden State,Portland,H,Y,38.07,12.0,25.0,6.0,15.0,2.0,3.0,0.0,7.0,7.0,8.0,2.0,1.0,3.0,0.0,32.0,33.90145889113019,1.0
6323,NBA 2021-2022 Regular Season,22100290,11-26-2021,203490.0,Otto Porter Jr.,F,Golden State,Portland,H,N,21.23,1.0,4.0,0.0,3.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,10.367100501823128,1.0
6324,NBA 2021-2022 Regular Season,22100290,11-26-2021,1627780.0,Gary Payton II,G,Golden State,Portland,H,N,11.73,3.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,14.56032309252132,1.0
6325,NBA 2021-2022 Regular Season,22100290,11-26-2021,1629308.0,Juan Toscano-Anderson,F,Golden State,Portland,H,N,23.2,3.0,5.0,0.0,2.0,2.0,2.0,2.0,6.0,8.0,1.0,1.0,0.0,1.0,0.0,8.0,13.05382396842664,1.0
6326,NBA 2021-2022 Regular Season,22100290,11-26-2021,202357.0,Nemanja Bjelica,F,Golden State,Portland,H,N,10.3,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,20.85546588407923,1.0
6327,NBA 2021-2022 Regular Season,22100290,11-26-2021,1629185.0,Chris Chiozza,G,Golden State,Portland,H,N,12.53,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,17.56532670819673,4.0
6328,NBA 2021-2022 Regular Season,22100291,11-26-2021,1629002.0,Chimezie Metu,F-C,Sacramento,LA Lakers,R,Y,25.43,1.0,5.0,0.0,3.0,1.0,3.0,1.0,7.0,8.0,1.0,2.0,1.0,1.0,1.0,3.0,12.441727857146866,5.0
6329,NBA 2021-2022 Regular Season,22100291,11-26-2021,203090.0,Maurice Harkless,F-G,Sacramento,LA Lakers,R,Y,8.07,1.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,16.068069322081623,1.0
6330,NBA 2021-2022 Regular Season,22100291,11-26-2021,203458.0,Alex Len,C,Sacramento,LA Lakers,R,Y,36.95,4.0,8.0,1.0,1.0,3.0,4.0,5.0,3.0,8.0,0.0,6.0,0.0,1.0,1.0,12.0,12.586755769582116,1.0
6331,NBA 2021-2022 Regular Season,22100291,11-26-2021,1630169.0,Tyrese Haliburton,G,Sacramento,LA Lakers,R,Y,47.05,7.0,15.0,5.0,9.0,0.0,0.0,1.0,5.0,6.0,9.0,0.0,5.0,3.0,0.0,19.0,16.535938715732033,1.0
6332,NBA 2021-2022 Regular Season,22100291,11-26-2021,1628368.0,De'Aaron Fox,G,Sacramento,LA Lakers,R,Y,52.7,15.0,32.0,2.0,7.0,2.0,2.0,1.0,5.0,6.0,8.0,5.0,1.0,4.0,0.0,34.0,30.24797280549556,1.0
6333,NBA 2021-2022 Regular Season,22100291,11-26-2021,1629056.0,Terence Davis,G,Sacramento,LA Lakers,R,N,28.57,4.0,15.0,1.0,9.0,4.0,5.0,1.0,5.0,6.0,2.0,6.0,2.0,0.0,0.0,13.0,26.021611179351503,6.0
6334,NBA 2021-2022 Regular Season,22100291,11-26-2021,1627741.0,Buddy Hield,G,Sacramento,LA Lakers,R,N,40.27,8.0,21.0,3.0,13.0,6.0,7.0,1.0,3.0,4.0,6.0,4.0,2.0,0.0,0.0,25.0,25.845850607193974,1.0
6335,NBA 2021-2022 Regular Season,22100291,11-26-2021,1630558.0,Davion Mitchell,G,Sacramento,LA Lakers,R,N,16.55,2.0,8.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,20.89334452031399,1.0
6336,NBA 2021-2022 Regular Season,22100291,11-26-2021,1628963.0,Marvin Bagley III,F,Sacramento,LA Lakers,R,N,34.72,5.0,5.0,1.0,1.0,2.0,2.0,1.0,6.0,7.0,4.0,0.0,0.0,1.0,0.0,13.0,8.564947366291157,1.0
6337,NBA 2021-2022 Regular Season,22100291,11-26-2021,1627745.0,Damian Jones,C,Sacramento,LA Lakers,R,N,4.57,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,27.239069289284625,1.0
6338,NBA 2021-2022 Regular Season,22100291,11-26-2021,202684.0,Tristan Thompson,C-F,Sacramento,LA Lakers,R,N,20.13,6.0,7.0,0.0,0.0,1.0,4.0,3.0,2.0,5.0,2.0,3.0,0.0,2.0,2.0,13.0,23.10385621888025,1.0
6339,NBA 2021-2022 Regular Season,22100291,11-26-2021,2544.0,LeBron James,F,LA Lakers,Sacramento,H,Y,49.75,10.0,25.0,2.0,13.0,8.0,11.0,1.0,6.0,7.0,11.0,4.0,1.0,7.0,0.0,30.0,34.99224294288725,1.0
6340,NBA 2021-2022 Regular Season,22100291,11-26-2021,203076.0,Anthony Davis,F-C,LA Lakers,Sacramento,H,Y,48.6,9.0,22.0,0.0,5.0,5.0,8.0,1.0,7.0,8.0,4.0,5.0,3.0,2.0,4.0,23.0,26.75823137869342,2.0
6341,NBA 2021-2022 Regular Season,22100291,11-26-2021,201599.0,DeAndre Jordan,C,LA Lakers,Sacramento,H,Y,10.87,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0,21.736304265201127,1.0
6342,NBA 2021-2022 Regular Season,22100291,11-26-2021,202340.0,Avery Bradley,G,LA Lakers,Sacramento,H,Y,11.75,1.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,8.043357527242085,1.0
6343,NBA 2021-2022 Regular Season,22100291,11-26-2021,201566.0,Russell Westbrook,G,LA Lakers,Sacramento,H,Y,51.17,10.0,18.0,2.0,4.0,7.0,9.0,4.0,6.0,10.0,11.0,3.0,2.0,3.0,0.0,29.0,23.0501846354266,1.0
6344,NBA 2021-2022 Regular Season,22100291,11-26-2021,1629659.0,Talen Horton-Tucker,G,LA Lakers,Sacramento,H,N,24.23,3.0,5.0,1.0,3.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,7.0,11.701541594522634,1.0
6345,NBA 2021-2022 Regular Season,22100291,11-26-2021,1628370.0,Malik Monk,G,LA Lakers,Sacramento,H,N,43.55,8.0,11.0,4.0,7.0,0.0,0.0,0.0,5.0,5.0,3.0,4.0,1.0,3.0,0.0,20.0,15.190956523895784,1.0
6346,NBA 2021-2022 Regular Season,22100291,11-26-2021,2546.0,Carmelo Anthony,F,LA Lakers,Sacramento,H,N,43.28,6.0,13.0,4.0,9.0,0.0,0.0,1.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,16.0,14.193887041199496,1.0
6347,NBA 2021-2022 Regular Season,22100291,11-26-2021,2730.0,Dwight Howard,C-F,LA Lakers,Sacramento,H,N,16.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.9079831060029075,1.0
6348,NBA 2021-2022 Regular Season,22100291,11-26-2021,201961.0,Wayne Ellington,G,LA Lakers,Sacramento,H,N,15.55,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,9.11666729373902,1.0
6349,NBA 2021-2022 Regular Season,22100292,11-27-2021,1627752.0,Taurean Prince,F,Minnesota,Philadelphia,R,Y,31.25,2.0,3.0,1.0,2.0,0.0,0.0,1.0,5.0,6.0,3.0,2.0,0.0,1.0,0.0,5.0,5.985166075459529,0.0
6350,NBA 2021-2022 Regular Season,22100292,11-27-2021,1629020.0,Jarred Vanderbilt,F,Minnesota,Philadelphia,R,Y,36.48,2.0,5.0,0.0,0.0,1.0,1.0,4.0,10.0,14.0,2.0,6.0,1.0,2.0,1.0,5.0,9.536397426976018,0.0
6351,NBA 2021-2022 Regular Season,22100292,11-27-2021,1626157.0,Karl-Anthony Towns,C-F,Minnesota,Philadelphia,R,Y,37.38,11.0,16.0,3.0,5.0,3.0,6.0,2.0,8.0,10.0,0.0,6.0,0.0,3.0,1.0,28.0,27.069746913653734,0.0
6352,NBA 2021-2022 Regular Season,22100292,11-27-2021,1630162.0,Anthony Edwards,G,Minnesota,Philadelphia,R,Y,47.67,8.0,21.0,1.0,8.0,2.0,2.0,0.0,6.0,6.0,7.0,1.0,3.0,4.0,1.0,19.0,25.385478621396544,0.0
6353,NBA 2021-2022 Regular Season,22100292,11-27-2021,1626156.0,D'Angelo Russell,G,Minnesota,Philadelphia,R,Y,43.83,13.0,25.0,6.0,10.0,3.0,4.0,0.0,4.0,4.0,8.0,4.0,2.0,5.0,2.0,35.0,33.88248534048359,0.0
6354,NBA 2021-2022 Regular Season,22100292,11-27-2021,1630195.0,Leandro Bolmaro,F,Minnesota,Philadelphia,R,N,17.02,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,10.659538581807697,0.0
6355,NBA 2021-2022 Regular Season,22100292,11-27-2021,1627736.0,Malik Beasley,G,Minnesota,Philadelphia,R,N,24.03,2.0,6.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,13.621047430365918,0.0
6356,NBA 2021-2022 Regular Season,22100292,11-27-2021,1630183.0,Jaden McDaniels,F,Minnesota,Philadelphia,R,N,31.72,3.0,9.0,1.0,5.0,1.0,1.0,0.0,4.0,4.0,1.0,6.0,1.0,0.0,0.0,8.0,13.915699812898495,0.0
6357,NBA 2021-2022 Regular Season,22100292,11-27-2021,1629675.0,Naz Reid,C-F,Minnesota,Philadelphia,R,N,20.62,6.0,9.0,1.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,5.0,0.0,4.0,1.0,13.0,29.47955526376617,0.0
6358,NBA 2021-2022 Regular Season,22100292,11-27-2021,1629680.0,Matisse Thybulle,G-F,Philadelphia,Minnesota,H,Y,29.35,3.0,6.0,0.0,2.0,0.0,0.0,3.0,2.0,5.0,1.0,3.0,3.0,1.0,0.0,6.0,10.964309132882288,2.0
6359,NBA 2021-2022 Regular Season,22100292,11-27-2021,202699.0,Tobias Harris,F,Philadelphia,Minnesota,H,Y,45.25,6.0,16.0,0.0,4.0,5.0,7.0,3.0,6.0,9.0,4.0,1.0,2.0,0.0,0.0,17.0,19.384344706537693,6.0
6360,NBA 2021-2022 Regular Season,22100292,11-27-2021,203954.0,Joel Embiid,C-F,Philadelphia,Minnesota,H,Y,45.43,12.0,23.0,2.0,4.0,16.0,21.0,2.0,12.0,14.0,3.0,4.0,1.0,4.0,2.0,42.0,36.672185224789935,20.0
6361,NBA 2021-2022 Regular Season,22100292,11-27-2021,203552.0,Seth Curry,G,Philadelphia,Minnesota,H,Y,46.23,4.0,11.0,3.0,8.0,3.0,4.0,0.0,3.0,3.0,1.0,5.0,0.0,1.0,0.0,14.0,13.6831433798996,2.0
6362,NBA 2021-2022 Regular Season,22100292,11-27-2021,1630178.0,Tyrese Maxey,G,Philadelphia,Minnesota,H,Y,43.5,5.0,15.0,1.0,3.0,4.0,5.0,0.0,4.0,4.0,9.0,5.0,0.0,4.0,1.0,15.0,22.404638517773453,2.0
6363,NBA 2021-2022 Regular Season,22100292,11-27-2021,201980.0,Danny Green,G,Philadelphia,Minnesota,H,N,22.0,4.0,9.0,3.0,7.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,4.0,2.0,0.0,11.0,22.98589093214965,2.0
6364,NBA 2021-2022 Regular Season,22100292,11-27-2021,203083.0,Andre Drummond,C,Philadelphia,Minnesota,H,N,12.6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,10.945662348642692,2.0
6365,NBA 2021-2022 Regular Season,22100292,11-27-2021,1627777.0,Georges Niang,F,Philadelphia,Minnesota,H,N,22.5,2.0,5.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,6.0,10.215951525399849,2.0
6366,NBA 2021-2022 Regular Season,22100292,11-27-2021,1627788.0,Furkan Korkmaz,G-F,Philadelphia,Minnesota,H,N,16.85,2.0,6.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,7.0,24.22726545726871,2.0
6367,NBA 2021-2022 Regular Season,22100292,11-27-2021,1630198.0,Isaiah Joe,G,Philadelphia,Minnesota,H,N,6.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,7.320347430620909,2.0
6368,NBA 2021-2022 Regular Season,22100293,11-27-2021,1629628.0,RJ Barrett,F-G,New York,Atlanta,R,Y,30.78,6.0,11.0,1.0,3.0,2.0,5.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,15.0,20.243841091495234,0.0
6369,NBA 2021-2022 Regular Season,22100293,11-27-2021,203944.0,Julius Randle,F-C,New York,Atlanta,R,Y,31.72,3.0,14.0,0.0,3.0,2.0,2.0,3.0,8.0,11.0,4.0,2.0,0.0,1.0,0.0,8.0,23.632241892324952,0.0
6370,NBA 2021-2022 Regular Season,22100293,11-27-2021,1629011.0,Mitchell Robinson,C-F,New York,Atlanta,R,Y,26.67,1.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,11.0,1.0,4.0,0.0,0.0,1.0,2.0,3.5399292633660755,0.0
6371,NBA 2021-2022 Regular Season,22100293,11-27-2021,203095.0,Evan Fournier,G-F,New York,Atlanta,R,Y,28.68,7.0,13.0,4.0,6.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,20.0,26.86139797016812,0.0
6372,NBA 2021-2022 Regular Season,22100293,11-27-2021,202692.0,Alec Burks,G,New York,Atlanta,R,Y,39.13,7.0,17.0,4.0,7.0,5.0,7.0,0.0,7.0,7.0,3.0,4.0,2.0,3.0,0.0,23.0,27.84284184152444,0.0
6373,NBA 2021-2022 Regular Season,22100293,11-27-2021,1630579.0,Jericho Sims,C,New York,Atlanta,R,N,21.33,2.0,2.0,0.0,0.0,2.0,2.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,2.0,6.0,8.58674318334309,0.0
6374,NBA 2021-2022 Regular Season,22100293,11-27-2021,1630193.0,Immanuel Quickley,G,New York,Atlanta,R,N,30.55,4.0,12.0,1.0,7.0,0.0,0.0,0.0,3.0,3.0,7.0,4.0,0.0,2.0,0.0,9.0,21.63238606146686,0.0
6375,NBA 2021-2022 Regular Season,22100293,11-27-2021,1629656.0,Quentin Grimes,G,New York,Atlanta,R,N,14.85,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,12.715139859120974,0.0
6376,NBA 2021-2022 Regular Season,22100293,11-27-2021,1630167.0,Obi Toppin,F,New York,Atlanta,R,N,16.28,5.0,8.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,13.0,27.02396785598988,0.0
6377,NBA 2021-2022 Regular Season,22100293,11-27-2021,1628989.0,Kevin Huerter,G-F,Atlanta,New York,H,Y,38.0,4.0,13.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,8.0,16.404647983595353,0.0
6378,NBA 2021-2022 Regular Season,22100293,11-27-2021,1628381.0,John Collins,F-C,Atlanta,New York,H,Y,39.5,4.0,10.0,1.0,5.0,3.0,4.0,1.0,8.0,9.0,3.0,4.0,1.0,0.0,3.0,12.0,13.256616800920597,0.0
